country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Hungary,HU,HUN,9772756,0,0,2020-03-02,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,2020-01-07,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,410,9,2020-03-09,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-04-27,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,525,23,2020-06-11,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,531,4,2020-09-13,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,3,0,2020-03-15,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,24,0,2020-07-15,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,29,4,2020-04-16,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,7889,30,2020-06-21,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,62,5,2020-04-06,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-10-14,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,151,1,2020-08-17,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2357,99,2020-04-27,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,39,0,2020-09-21,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,2020-07-30,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-07-08,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,285,27,2020-04-28,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,324,4,2020-07-24,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,5,0,2020-05-19,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,9784,46,2020-09-17,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,1,0,2020-05-10,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,200,1,2020-08-17,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-06-16,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,149,0,2020-04-11,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,2020-01-13,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,1158,29,2020-08-11,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,17,0,2020-04-24,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,210,9,2020-06-13,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,0,2020-02-02,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-07-06,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,350,2,2020-03-26,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-02-18,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2671,37,2020-09-29,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,2020-02-22,"Epidemic intelligence, national daily data"
Faroes,,,48865,1,0,2020-10-15,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,83,1,2020-07-13,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,20,1,2020-04-22,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,113,2,2020-05-21,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,16,0,2020-07-07,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,172,1,2020-10-03,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2020-07-05,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,30,1,2020-06-13,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,85,4,2020-04-21,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,2020-01-18,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,868,122,2020-04-15,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,8985,112,2020-06-09,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-07-07,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,181,7,2020-10-06,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1737,140,2020-04-26,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,1,0,2020-06-05,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,98,9,2020-05-12,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,7,0,2020-06-04,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,89,6,2020-05-07,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-06-01,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,53,0,2020-08-05,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,486,47,2020-03-23,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,260,3,2020-03-26,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,78,11,2020-04-08,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,152,9,2020-06-09,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,2020-01-08,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,12,7,2020-05-03,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,2020-02-14,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,2020-02-03,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-01-06,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,2020-02-28,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,18,3,2020-04-05,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,473,4,2020-09-14,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-05-02,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,4995,114,2020-09-04,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,20,1,2020-05-15,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,1,0,2020-06-04,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1622,5,2020-09-26,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,22,0,2020-03-21,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,4696,120,2020-08-26,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,557,11,2020-07-10,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,629,4,2020-09-26,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,42,0,2020-04-17,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,164,7,2020-09-21,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,7,0,2020-03-24,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-08-15,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-09-18,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,2020-02-13,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,2020-01-29,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,239,2,2020-07-05,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,182,3,2020-10-04,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,57,0,2020-09-10,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,32,0,2020-08-27,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2020-02-15,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,16,0,2020-07-10,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1515,277,2020-04-08,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,72,1,2020-04-20,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,126,0,2020-08-25,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,336,1,2020-06-18,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,654,2,2020-08-13,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2020-01-03,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2020-05-09,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2,2,2020-05-19,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,38,1,2020-03-31,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2020-01-17,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-04-23,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,581,4,2020-08-21,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,32,0,2020-07-28,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,13,1,2020-05-17,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,210,34,2020-06-17,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,1,0,2020-05-17,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,61,2,2020-09-21,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,48,0,2020-04-02,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,283,13,2020-04-01,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-10-02,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2237,281,2020-04-22,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,92,2,2020-03-17,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,4,0,2020-09-04,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,69,0,2020-04-06,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,2020-03-09,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1083,18,2020-08-05,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,733,4,2020-10-22,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,14,0,2020-07-18,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2020-02-14,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,0,2020-02-14,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,182,1,2020-07-03,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,30,1,2020-09-29,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2020-01-07,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2020-02-26,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-08-05,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,50,1,2020-05-02,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,0,2020-02-25,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,141,0,2020-08-30,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,106,18,2020-04-14,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,58,7,2020-09-28,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,5760,26,2020-08-04,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2020-01-22,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,180,5,2020-07-17,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,2020-07-10,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,377,1,2020-10-06,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,34,5,2020-05-05,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,9,1,2020-04-18,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,1,0,2020-03-08,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,3063,275,2020-05-10,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,6852,188,2020-06-28,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,6,0,2020-06-24,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-01-28,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1328,50,2020-08-16,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-07-21,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,2020-02-25,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,2020-02-20,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,2020-02-04,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,1,2020-03-21,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,3426,101,2020-10-06,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2020-03-04,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,687,15,2020-07-03,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,4,0,2020-10-01,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,32,0,2020-04-06,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-05-25,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2020-01-06,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1427,7,2020-08-21,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,181,5,2020-08-29,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,39,5,2020-05-12,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,2020-03-04,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,192,8,2020-04-19,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,2020-02-10,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2,0,2020-07-21,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,37,0,2020-08-30,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,10,0,2020-03-05,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,582,18,2020-07-04,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,264,6,2020-05-16,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,837,16,2020-09-18,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,294,1,2020-07-30,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,321,56,2020-05-14,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2020-06-25,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,11,0,2020-03-09,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1673,56,2020-09-06,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2020-01-30,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,0,2020-01-07,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,127,3,2020-04-08,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,2020-01-22,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,2020-01-11,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,7,0,2020-10-16,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,6178,37,2020-09-24,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,46,0,2020-10-01,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,402,14,2020-05-14,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,687,31,2020-06-22,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,16,0,2020-07-04,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,4342,987,2020-04-11,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,69,0,2020-06-04,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,117,1,2020-08-31,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,299,13,2020-07-08,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-10-18,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,308,10,2020-07-12,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,137,9,2020-07-26,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,515,15,2020-05-10,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-09-01,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2020-06-02,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,26,1,2020-06-25,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,15,1,2020-05-18,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,250,2,2020-08-19,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,247,5,2020-08-27,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,3,1,2020-05-11,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,5,1,2020-04-28,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,2020-01-20,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2020-02-19,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,270,2,2020-08-25,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,0,2020-03-08,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,215,2,2020-10-10,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,8726,144,2020-06-06,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-07-19,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2020-01-26,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,633,10,2020-03-26,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,104,9,2020-07-20,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-05-20,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-09-25,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2242,16,2020-10-25,"Epidemic intelligence, national daily data"
